Alberto L. Sangiovanni-Vincentelli,13.180063897219673,1990
Stephen S. Yau,12.994302388322401,1990
Azriel Rosenfeld,31.619404909135106,1991
Paul Erdös,17.824435365516887,1991
King-Sun Fu,15.724750854819456,1991
Robert M. Haralick,15.597310959770322,1991
Gio Wiederhold,14.542503413429795,1991
Alberto L. Sangiovanni-Vincentelli,14.30212391472954,1991
Robert Endre Tarjan,14.044933004954844,1991
James C. Browne,13.929626254368927,1991
Edward J. McCluskey,13.849959768301607,1991
Ben Shneiderman,13.766491474717837,1991
Azriel Rosenfeld,32.059228213565824,1992
Paul Erdös,18.633074738731132,1992
Robert M. Haralick,18.195886489160213,1992
Alberto L. Sangiovanni-Vincentelli,15.386548500270536,1992
King-Sun Fu,15.254758912290638,1992
Ben Shneiderman,14.737862876349782,1992
Robert Endre Tarjan,14.625721332949137,1992
Gio Wiederhold,14.494889975064064,1992
Daniel P. Siewiorek,13.93431213673298,1992
Edward J. McCluskey,13.883656633931098,1992
Azriel Rosenfeld,31.1793878572314,1993
Robert M. Haralick,19.536137541836588,1993
Paul Erdös,18.235584564732267,1993
James C. Browne,16.762036367900247,1993
Ben Shneiderman,16.304939937688225,1993
Benjamin W. Wah,15.741223411434577,1993
Alberto L. Sangiovanni-Vincentelli,15.590825543414704,1993
King-Sun Fu,14.959762798776744,1993
Stephen S. Yau,14.605600974078085,1993
Daniel P. Siewiorek,14.54657531847081,1993
Azriel Rosenfeld,30.59988329643796,1994
Robert M. Haralick,20.405820069701967,1994
Alberto L. Sangiovanni-Vincentelli,19.099520727279938,1994
Paul Erdös,18.201236448140715,1994
James C. Browne,17.315057498548995,1994
Michael Stonebraker,16.739760937367052,1994
Ben Shneiderman,16.7329387972392,1994
Thomas S. Huang,15.95663187085411,1994
Benjamin W. Wah,15.404082392520987,1994
Howard Jay Siegel,15.100572545317002,1994
Azriel Rosenfeld,30.51209319591389,1995
Robert M. Haralick,21.773983998730955,1995
Ben Shneiderman,19.409547069151024,1995
Alberto L. Sangiovanni-Vincentelli,18.97541777673912,1995
Paul Erdös,18.548498817863422,1995
Michael Stonebraker,17.572019867576493,1995
James C. Browne,17.332023939044806,1995
Stephen S. Yau,16.0238050984037,1995
Thomas S. Huang,15.924233224624427,1995
Benjamin W. Wah,15.78623813893239,1995
Azriel Rosenfeld,31.65411531494268,1996
Robert M. Haralick,23.273320357046714,1996
Ben Shneiderman,21.177893913097208,1996
Alberto L. Sangiovanni-Vincentelli,20.120692007772526,1996
Paul Erdös,19.40768847045829,1996
Michael Stonebraker,17.796051214194623,1996
Thomas S. Huang,17.739349542855184,1996
James C. Browne,17.537235819387327,1996
Noga Alon,16.787788598824385,1996
Toshio Fukuda,16.392340289455845,1996
Azriel Rosenfeld,32.00907731817231,1997
Robert M. Haralick,23.110298490589596,1997
Ben Shneiderman,22.505979069481985,1997
Alberto L. Sangiovanni-Vincentelli,20.851433523164808,1997
Paul Erdös,19.90642542429785,1997
Thomas S. Huang,19.27369871940477,1997
Toshio Fukuda,18.698739533159507,1997
Gio Wiederhold,18.19362350003947,1997
Noga Alon,17.835480942654858,1997
Michael Stonebraker,17.82985835905681,1997
Azriel Rosenfeld,32.49461250434059,1998
Ben Shneiderman,23.769799867589096,1998
Robert M. Haralick,23.191062572088477,1998
Thomas S. Huang,22.506431224067615,1998
Alberto L. Sangiovanni-Vincentelli,22.218016835843677,1998
Toshio Fukuda,21.48599435156695,1998
Paul Erdös,19.726989783507168,1998
Takeo Kanade,19.029931335793663,1998
Howard Jay Siegel,18.80587963518095,1998
James C. Browne,18.488521765048848,1998
Azriel Rosenfeld,31.83527471473346,1999
Ben Shneiderman,26.709346296417163,1999
Alberto L. Sangiovanni-Vincentelli,23.666518560894247,1999
Robert M. Haralick,23.269307314943646,1999
Thomas S. Huang,22.811253913409015,1999
Toshio Fukuda,22.509309438775563,1999
Paul Erdös,22.46376756335223,1999
Geoffrey C. Fox,20.59867195981062,1999
Takeo Kanade,20.493363427032392,1999
Howard Jay Siegel,20.14024729341811,1999
Azriel Rosenfeld,32.06528939946541,2000
Ben Shneiderman,28.39198921305471,2000
Alberto L. Sangiovanni-Vincentelli,25.635253134336125,2000
Robert M. Haralick,24.327209647121627,2000
Toshio Fukuda,24.245693678084276,2000
Thomas S. Huang,23.561342027176714,2000
Paul Erdös,21.875285626381267,2000
Takeo Kanade,21.85723050272884,2000
Geoffrey C. Fox,21.062509502446044,2000
Heinrich Niemann,20.752855431960448,2000
Azriel Rosenfeld,31.52598375930256,2001
Ben Shneiderman,28.447106657526337,2001
Alberto L. Sangiovanni-Vincentelli,27.970478508739543,2001
Toshio Fukuda,27.019076778702843,2001
Robert M. Haralick,24.296644292692385,2001
Thomas S. Huang,23.666789978482285,2001
Takeo Kanade,22.54692810675641,2001
Ching Y. Suen,22.26491789898869,2001
Heinrich Niemann,22.035890844288456,2001
Jack Dongarra,21.72467067088431,2001
Azriel Rosenfeld,30.9988752829242,2002
Alberto L. Sangiovanni-Vincentelli,29.413551232557253,2002
Ben Shneiderman,29.351002555266724,2002
Toshio Fukuda,28.716611016492728,2002
Thomas S. Huang,25.98769422739248,2002
Anil K. Jain,23.945210826642878,2002
Robert M. Haralick,23.913777471867252,2002
Matthias Jarke,23.44836570134676,2002
Ching Y. Suen,23.203899282638726,2002
Heinrich Niemann,22.99549310799436,2002
Azriel Rosenfeld,30.871316248381508,2003
Alberto L. Sangiovanni-Vincentelli,30.624449957328356,2003
Ben Shneiderman,30.428552856246323,2003
Toshio Fukuda,30.247878488365906,2003
Thomas S. Huang,27.15006978051153,2003
Jack Dongarra,24.840252036343916,2003
Heinrich Niemann,24.391325753408665,2003
Anil K. Jain,24.24703680270807,2003
Matthias Jarke,24.222508096226637,2003
Mario Gerla,23.73290666957411,2003
Alberto L. Sangiovanni-Vincentelli,31.101833589098817,2004
Toshio Fukuda,30.99702571366227,2004
Azriel Rosenfeld,30.256169010431936,2004
Thomas S. Huang,30.082347195236522,2004
Ben Shneiderman,30.065188495746643,2004
Jack Dongarra,26.90164645102665,2004
Chin-Chen Chang,25.62251175942516,2004
Edward A. Fox,25.42516940398443,2004
Anil K. Jain,24.99131010298621,2004
Josef Kittler,24.96856782845151,2004
Alberto L. Sangiovanni-Vincentelli,35.86710306488651,2005
Toshio Fukuda,31.27766712005461,2005
Thomas S. Huang,30.988397709841696,2005
Ben Shneiderman,30.64036407646316,2005
Azriel Rosenfeld,29.37959090099222,2005
Jack Dongarra,28.073945551545552,2005
Edward A. Fox,27.133008625288713,2005
Matthias Jarke,26.62683111045326,2005
Mario Gerla,26.607863348840024,2005
Elisa Bertino,26.387897576310827,2005
Alberto L. Sangiovanni-Vincentelli,36.29561966087579,2006
Wei Wang,33.17491010530836,2006
Thomas S. Huang,32.03211847319884,2006
Ben Shneiderman,31.698435249398752,2006
Toshio Fukuda,31.479981774566074,2006
Edward A. Fox,29.679548370206845,2006
Mario Gerla,29.556154730241644,2006
Jack Dongarra,28.85994366426641,2006
Wei Li,28.689093012344003,2006
Azriel Rosenfeld,28.54255363227453,2006
Wei Wang,40.83251775229874,2007
Alberto L. Sangiovanni-Vincentelli,36.85245954566694,2007
Wei Zhang,34.40996500917367,2007
Li Zhang,33.25769058987096,2007
Thomas S. Huang,32.9714244153494,2007
Jing Li,32.90979300499531,2007
Wei Li,32.70071847343352,2007
Ben Shneiderman,32.272366200230245,2007
Toshio Fukuda,32.139575550271836,2007
Yong Zhang,31.04193817588773,2007
Wei Wang,49.475039251437074,2008
Li Zhang,43.22527704222897,2008
Wei Li,39.9955962639585,2008
Jing Li,39.89909266993782,2008
Wei Zhang,39.56865727625561,2008
Alberto L. Sangiovanni-Vincentelli,38.47088181673196,2008
Ying Zhang,37.04222185944585,2008
Jian Wang,36.40824906987387,2008
Yong Zhang,36.38914442023431,2008
Thomas S. Huang,35.32071080431319,2008
Wei Wang,63.40242592920526,2009
Li Zhang,55.001750969600316,2009
Wei Li,50.24591646620915,2009
Jing Li,49.661762018517265,2009
Wei Zhang,47.376644068555734,2009
Yong Zhang,46.48483021138483,2009
Ying Zhang,43.72144930607858,2009
Jian Wang,43.67893362779128,2009
Yu Zhang,41.08953812792832,2009
Yong Wang,40.85028705291744,2009
Wei Wang,75.31839072159826,2010
Li Zhang,65.09126168608924,2010
Wei Li,60.792179729568986,2010
Jing Li,58.686390111445824,2010
Wei Zhang,57.81723302982439,2010
Yong Zhang,55.848420051483984,2010
Lei Wang,51.56366296105067,2010
Jian Wang,50.99099379627244,2010
Ying Zhang,49.35051992588017,2010
Jun Zhang,49.1735811954226,2010
Wei Wang,89.81250794592984,2011
Li Zhang,73.50393697099747,2011
Jing Li,72.64063116505189,2011
Wei Zhang,71.21894296515343,2011
Wei Li,70.18555271504091,2011
Jian Wang,62.88484484871866,2011
Lei Wang,61.892345706096194,2011
Yong Zhang,60.9055141792894,2011
Ying Zhang,59.362575222198274,2011
Ying Li,58.633474087704876,2011
Wei Wang,100.68468871464793,2012
Wei Li,85.03859226056545,2012
Li Zhang,84.71380619156275,2012
Wei Zhang,81.22789083830571,2012
Jing Li,80.43122402411983,2012
Lei Wang,70.23260613801058,2012
Ying Zhang,68.85190366540013,2012
Jian Wang,68.31748088534587,2012
Yong Zhang,67.90505067872986,2012
Lei Zhang,67.32394722902319,2012
Wei Wang,116.20737941062433,2013
Wei Li,96.37774389423222,2013
Li Zhang,95.71855356531537,2013
Wei Zhang,95.46365925766361,2013
Jing Li,87.77648778928896,2013
Lei Wang,82.36804347039632,2013
Lei Zhang,78.79702069783383,2013
Jing Wang,76.558161290292,2013
Hui Li,76.40934247261066,2013
Yu Zhang,75.78246693453954,2013
Wei Wang,129.76057583972081,2014
Wei Zhang,114.26941680802238,2014
Wei Li,108.09941161524081,2014
Li Zhang,105.6979016589085,2014
Jing Li,99.13975779799361,2014
Yu Zhang,92.0682420298026,2014
Lei Wang,91.89750160264828,2014
Lei Zhang,89.64505417955576,2014
Jun Wang,88.0101406613928,2014
Yang Liu,87.99941980312532,2014
Wei Wang,145.21646244614558,2015
Wei Zhang,131.3055611005331,2015
Wei Li,124.21066362903886,2015
Li Zhang,113.46435855198402,2015
Yang Liu,111.04671446193782,2015
Jing Li,108.59538487049208,2015
Jun Wang,104.79814041632085,2015
Yu Zhang,103.54429109841479,2015
Lei Wang,103.20804598897682,2015
Lei Zhang,102.6042127215048,2015
Wei Wang,164.82594985375286,2016
Wei Zhang,143.39500865646463,2016
Wei Li,139.64493964187807,2016
Yang Liu,123.16019886725996,2016
Li Zhang,118.11891503928621,2016
Jing Li,117.54454627368922,2016
Lei Wang,116.07197096657131,2016
Yu Zhang,113.53540178092967,2016
Jun Wang,111.49765530404858,2016
Lei Zhang,111.00780522981522,2016
Wei Wang,164.7858432274887,2017
Wei Zhang,143.37472645941125,2017
Wei Li,139.75758031851774,2017
Yang Liu,123.64462718356224,2017
Li Zhang,118.15898110691167,2017
Jing Li,117.96566805978614,2017
Lei Wang,116.05192775668854,2017
Yu Zhang,113.50765281591983,2017
Jun Wang,111.75826529736423,2017
Lei Zhang,111.31840209694316,2017
Wei Wang,164.7858432274887,2018
Wei Zhang,143.37472645941125,2018
Wei Li,139.75758031851774,2018
Yang Liu,123.64462718356224,2018
Li Zhang,118.15898110691167,2018
Jing Li,117.96566805978614,2018
Lei Wang,116.05192775668854,2018
Yu Zhang,113.50765281591983,2018
Jun Wang,111.75826529736423,2018
Lei Zhang,111.31840209694316,2018
Wei Wang,164.7858432274887,2019
Wei Zhang,143.37472645941125,2019
Wei Li,139.75758031851774,2019
Yang Liu,123.64462718356224,2019
Li Zhang,118.15898110691167,2019
Jing Li,117.96566805978614,2019
Lei Wang,116.05192775668854,2019
Yu Zhang,113.50765281591983,2019
Jun Wang,111.75826529736423,2019
Lei Zhang,111.31840209694316,2019
Wei Wang,164.7858432274887,2020
Wei Zhang,143.37472645941125,2020
Wei Li,139.75758031851774,2020
Yang Liu,123.64462718356224,2020
Li Zhang,118.15898110691167,2020
Jing Li,117.96566805978614,2020
Lei Wang,116.05192775668854,2020
Yu Zhang,113.50765281591983,2020
Jun Wang,111.75826529736423,2020
Lei Zhang,111.31840209694316,2020
